path	tracked	worktree_status	review_scope	category	risk_bucket	classification_reason	extension	size_bytes
.codex/archive/README.md	yes	clean	excluded	excluded	excluded	archived_agent_artifact	.md	162
backups/trading_ai_pre_phase0a_20260404_180411.dump	yes	clean	excluded	excluded	excluded	backup_or_binary_archive	.dump	189809
docker/docker-compose.test.yml	yes	clean	excluded	excluded	excluded	test_or_test_support	.yml	902
docs/archive/2026-04-01--completed_todo_archive_wave0_7_phase1_3.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	2941
docs/archive/2026-04-03--completed_todo_archive_batch9a_wave8_xp.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	2632
docs/archive/2026-04-03--data_storage_architecture_optimal_draft_v0.1.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	24818
docs/archive/2026-04-03--rust_migration_master_plan_v2.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	26612
docs/archive/2026-04-03--rust_migration_v2.5_consolidated.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	15879
docs/archive/2026-04-03--system_snapshot_external_analysis.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	40306
docs/archive/2026-04-04--completed_todo_archive_phase0123_rust.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	2078
docs/archive/2026-04-06--completed_todo_archive_l3_phases.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	9488
docs/archive/2026-04-07--claude_md_section3_history_phase0_4.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	14822
docs/archive/2026-04-08--arch_rc1_1c_history_archive.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	11182
docs/archive/2026-04-08--main_docs_1c3_1c4_narrative.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	8041
docs/archive/2026-04-09--scanner_todo_phase_a_d_spec.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	21503
docs/archive/2026-04-10--completed_todo_live_gui_dead_py.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	4452
docs/archive/2026-04-11--completed_todo_3e_arch.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	9134
docs/archive/2026-04-11--completed_todo_w19_w20_phase6.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	8422
docs/archive/2026-04-12--changelog_archive_pre_0408.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	79320
docs/archive/2026-04-12--completed_todo_full_program_audit.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	4790
docs/archive/2026-04-13--changelog_archive_0408_0409.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	32150
docs/archive/2026-04-14--completed_todo_w22_phantom_heal.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	14600
docs/archive/2026-04-15--claude_md_section3_snapshot.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	18076
docs/archive/2026-04-15--completed_todo_w22_engine_heal_edge_p3.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	12901
docs/archive/2026-04-15--phase5_promotion_edge_crisis_full.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	6727
docs/archive/2026-04-16--completed_todo_strategy_close_tag_edge_p3_dedup.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	12110
docs/archive/2026-04-17--completed_todo_p0_scanner_phantom_live_guard.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	14619
docs/archive/2026-04-20--claude_md_section3_snapshot.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	3973
docs/archive/2026-04-20--completed_todo_batch.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	26065
docs/archive/2026-04-21--claude_md_section3_snapshot.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	10700
docs/archive/2026-04-21--completed_todo_batch.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	12108
docs/archive/2026-04-22--step_0_derived_todo_batch.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	5717
docs/archive/2026-04-24--completed_todo_batch.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	11514
docs/archive/2026-04-24--todo_snapshot_pre_refactor.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	90631
docs/archive/2026-04-24--todo_v1_refactor_snapshot.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	19754
docs/archive/2026-04-24--todo_v2_dual_axis_snapshot.md	yes	clean	excluded	excluded	excluded	archived_documentation	.md	24644
docs/governance_dev/phase2_execution/TEST_FIXTURE_OVERVIEW.md	yes	clean	excluded	excluded	excluded	test_or_test_support	.md	4276
docs/governance_dev/phase4_acceptance/TEST_REPORT_GOVERNANCE_E4.md	yes	clean	excluded	excluded	excluded	test_or_test_support	.md	8926
helper_scripts/canary/test_canary.py	yes	clean	excluded	excluded	excluded	test_or_test_support	.py	29472
helper_scripts/db/test_f7_new_healthchecks.py	yes	clean	excluded	excluded	excluded	test_or_test_support	.py	32622
helper_scripts/db/test_paper_state_dust_inventory.py	yes	clean	excluded	excluded	excluded	test_or_test_support	.py	10118
program_code/audit/tests/__init__.py	yes	clean	excluded	excluded	excluded	test_or_test_support	.py	57
program_code/audit/tests/test_counterfactual_exit_audit.py	yes	clean	excluded	excluded	excluded	test_or_test_support	.py	15899
program_code/exchange_connectors/bybit_connector/control_api_v1/tests/conftest.py	yes	clean	excluded	excluded	excluded	test_or_test_support	.py	20135
program_code/exchange_connectors/bybit_connector/control_api_v1/tests/fixtures/bybit_v5_responses/execution_list.json	yes	clean	excluded	excluded	excluded	test_or_test_support	.json	2615
program_code/exchange_connectors/bybit_connector/control_api_v1/tests/fixtures/bybit_v5_responses/instruments_info_linear.json	yes	clean	excluded	excluded	excluded	test_or_test_support	.json	3263
program_code/exchange_connectors/bybit_connector/control_api_v1/tests/fixtures/bybit_v5_responses/order_cancel_success.json	yes	clean	excluded	excluded	excluded	test_or_test_support	.json	184
program_code/exchange_connectors/bybit_connector/control_api_v1/tests/fixtures/bybit_v5_responses/order_create_success.json	yes	clean	excluded	excluded	excluded	test_or_test_support	.json	187
program_code/exchange_connectors/bybit_connector/control_api_v1/tests/fixtures/bybit_v5_responses/order_realtime.json	yes	clean	excluded	excluded	excluded	test_or_test_support	.json	2630
program_code/exchange_connectors/bybit_connector/control_api_v1/tests/fixtures/bybit_v5_responses/positions_list.json	yes	clean	excluded	excluded	excluded	test_or_test_support	.json	2241
program_code/exchange_connectors/bybit_connector/control_api_v1/tests/fixtures/bybit_v5_responses/wallet_balance.json	yes	clean	excluded	excluded	excluded	test_or_test_support	.json	1687
program_code/exchange_connectors/bybit_connector/control_api_v1/tests/fixtures/bybit_v5_responses/wallet_balance_error.json	yes	clean	excluded	excluded	excluded	test_or_test_support	.json	119
program_code/exchange_connectors/bybit_connector/control_api_v1/tests/fixtures/executor_parity_cases.yaml	yes	clean	excluded	excluded	excluded	test_or_test_support	.yaml	32533
program_code/exchange_connectors/bybit_connector/control_api_v1/tests/test_agent_audit_bridge.py	yes	clean	excluded	excluded	excluded	test_or_test_support	.py	12763
program_code/exchange_connectors/bybit_connector/control_api_v1/tests/test_ai_budget_routes.py	yes	clean	excluded	excluded	excluded	test_or_test_support	.py	7424
program_code/exchange_connectors/bybit_connector/control_api_v1/tests/test_analyst_agent_registry.py	yes	clean	excluded	excluded	excluded	test_or_test_support	.py	27376
program_code/exchange_connectors/bybit_connector/control_api_v1/tests/test_analyst_agent_unit.py	yes	clean	excluded	excluded	excluded	test_or_test_support	.py	16235
