symbol,recommended_tier,in_core25_pinned,in_scanner_24h,latest_status,seen_delisted,latest_is_delisted_at_asof,statuses,listed_at,delisted_at,first_seen_ts,last_seen_ts,alive_from,alive_to,alive_days_in_18mo_window,turnover_24h,last_price,base_coin,quote_coin,contract_type,tick_size,qty_step,min_notional,latest_snapshot_ts,source_uri
PROMPTUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-04-10 16:06:05+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-04-10 16:06:05+02,2026-05-31 22:38:06.420089+02,416.272,,,PROMPT,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
PTBUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-09-03 15:07:51+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-09-03 15:07:51+02,2026-05-31 22:38:06.420089+02,270.313,,,PTB,USDT,LinearPerpetual,0.0000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
PUFFERUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-10-14 14:37:01+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,PUFFER,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
PUMPBTCUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-04-11 10:16:34+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-04-11 10:16:34+02,2026-05-31 22:38:06.420089+02,415.515,,,PUMPBTC,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
PUNDIXUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-04-30 13:12:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-04-30 13:12:00+02,2026-05-31 22:38:06.420089+02,396.393,,,PUNDIX,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
PYRUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-10-07 10:19:21+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,PYR,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
PYTHUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-11-21 06:09:10+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,PYTH,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
QCOMUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-05-26 10:18:30+02,,2026-05-26 11:20:01.232304+02,2026-05-31 22:20:01.363662+02,2026-05-26 10:18:30+02,2026-05-31 22:38:06.420089+02,5.514,,,QCOM,USDT,LinearPerpetual,0.01,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
QNTUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-06-19 08:00:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,QNT,USDT,LinearPerpetual,0.01,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
QQQUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-05-07 10:20:25+02,,2026-05-07 11:20:01.599866+02,2026-05-31 22:20:01.363662+02,2026-05-07 10:20:25+02,2026-05-31 22:38:06.420089+02,24.512,,,QQQ,USDT,LinearPerpetual,0.01,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
QTUMUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2021-12-13 01:49:26+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,QTUM,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
RAREUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-11-27 07:48:04+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,RARE,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
RAYDIUMUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-06-04 11:11:59+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,RAYDIUM,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
RECALLUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-10-15 14:21:09+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-10-15 14:21:09+02,2026-05-31 22:38:06.420089+02,228.345,,,RECALL,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
REDUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-02-26 07:50:52+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-02-26 07:50:52+01,2026-05-31 22:38:06.420089+02,459.574,,,RED,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
REQUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2021-12-06 01:00:00+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,REQ,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
RESOLVUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-06-10 15:11:39+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-06-10 15:11:39+02,2026-05-31 22:38:06.420089+02,355.310,,,RESOLV,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
REZUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-05-08 09:53:17+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,REZ,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
RKLBUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-05-20 09:48:42+02,,2026-05-20 10:20:01.493642+02,2026-05-31 22:20:01.363662+02,2026-05-20 09:48:42+02,2026-05-31 22:38:06.420089+02,11.534,,,RKLB,USDT,LinearPerpetual,0.01,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
RLCUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-03-22 08:08:19+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,RLC,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
RLUSDUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-09-26 16:05:35+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-09-26 16:05:35+02,2026-05-31 22:38:06.420089+02,247.273,,,RLUSD,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ROAMUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-03-07 08:40:31+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-03-07 08:40:31+01,2026-05-31 22:38:06.420089+02,450.540,,,ROAM,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ROBOUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-02-25 10:31:02+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2026-02-25 10:31:02+01,2026-05-31 22:38:06.420089+02,95.463,,,ROBO,USDT,LinearPerpetual,0.00001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
RONINUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-02-13 08:11:13+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-02-13 08:11:13+01,2026-05-31 22:38:06.420089+02,472.560,,,RONIN,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ROSEUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2022-01-14 07:03:51+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,ROSE,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
RPLUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-03-01 08:32:26+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,RPL,USDT,LinearPerpetual,0.0001,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
RSRUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2021-11-30 16:28:21+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,RSR,USDT,LinearPerpetual,0.0000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
RUNEUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2021-11-29 01:00:00+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,RUNE,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
RVNUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2022-01-06 08:27:47+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,RVN,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SAFEUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-04-29 11:24:49+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,SAFE,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SANDUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2021-11-01 01:00:00+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,SAND,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SAPIENUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-08-20 19:19:38+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-08-20 19:19:38+02,2026-05-31 22:38:06.420089+02,284.138,,,SAPIEN,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SCRTUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2022-03-30 11:50:43+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,SCRT,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SCRUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-10-08 14:25:58+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,SCR,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SCUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2021-11-30 16:25:58+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,SC,USDT,LinearPerpetual,0.0000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SEIUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-08-16 05:28:47+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,SEI,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SENTUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-11-15 08:09:48+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-11-15 08:09:48+01,2026-05-31 22:38:06.420089+02,197.561,,,SENT,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SHELLUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-02-17 08:33:43+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-02-17 08:33:43+01,2026-05-31 22:38:06.420089+02,468.545,,,SHELL,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SHIB1000USDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2021-10-20 02:00:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,SHIB1000,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SIGNUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-04-28 13:09:23+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-04-28 13:09:23+02,2026-05-31 22:38:06.420089+02,398.395,,,SIGN,USDT,LinearPerpetual,0.00001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SKLUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2022-03-22 09:29:48+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,SKL,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SKRUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-01-20 11:29:47+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2026-01-20 11:29:47+01,2026-05-31 22:38:06.420089+02,131.422,,,SKR,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SKYAI1USDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-05-25 10:23:02+02,,2026-05-25 15:20:01.751232+02,2026-05-31 22:20:01.363662+02,2026-05-25 10:23:02+02,2026-05-31 22:38:06.420089+02,6.510,,,SKYAI1,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SKYUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-08-11 10:28:06+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-08-11 10:28:06+02,2026-05-31 22:38:06.420089+02,293.507,,,SKY,USDT,LinearPerpetual,0.00001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SLPUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2021-11-17 17:00:00+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,SLP,USDT,LinearPerpetual,0.0000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SNDKUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-04-28 10:19:44+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2026-04-28 10:19:44+02,2026-05-31 22:38:06.420089+02,33.513,,,SNDK,USDT,LinearPerpetual,0.01,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SNTUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-11-02 09:28:14+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,SNT,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SNXUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2021-12-13 02:01:18+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,SNX,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SOLVUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-01-17 11:21:51+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-01-17 11:21:51+01,2026-05-31 22:38:06.420089+02,499.428,,,SOLV,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SOMIUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-09-02 16:39:01+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-09-02 16:39:01+02,2026-05-31 22:38:06.420089+02,271.249,,,SOMI,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SONICUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-01-07 13:24:55+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-01-07 13:24:55+01,2026-05-31 22:38:06.420089+02,509.342,,,SONIC,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SOONUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-05-23 10:58:16+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-05-23 10:58:16+02,2026-05-31 22:38:06.420089+02,373.486,,,SOON,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SOPHUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-05-28 15:04:43+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-05-28 15:04:43+02,2026-05-31 22:38:06.420089+02,368.315,,,SOPH,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SOSOUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-06-26 13:07:59+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-06-26 13:07:59+02,2026-05-31 22:38:06.420089+02,339.396,,,SOSO,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SOXLUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-05-19 10:17:11+02,,2026-05-19 11:20:01.274369+02,2026-05-31 22:20:01.363662+02,2026-05-19 10:17:11+02,2026-05-31 22:38:06.420089+02,12.515,,,SOXL,USDT,LinearPerpetual,0.01,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SPACEUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-01-23 13:23:49+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2026-01-23 13:23:49+01,2026-05-31 22:38:06.420089+02,128.343,,,SPACE,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SPCXUSDT,current_bybit_usdt_perp,f,f,PreLaunch,f,f,PreLaunch,2026-05-21 10:57:17+02,,2026-05-21 11:20:01.320374+02,2026-05-31 22:20:01.363662+02,2026-05-21 10:57:17+02,2026-05-31 22:38:06.420089+02,10.487,,,SPCX,USDT,LinearPerpetual,0.01,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=PreLaunch
SPORTFUNUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-01-19 10:25:18+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2026-01-19 10:25:18+01,2026-05-31 22:38:06.420089+02,132.467,,,SPORTFUN,USDT,LinearPerpetual,0.00001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SPXUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2024-10-29 07:31:37+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,SPX,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SPYUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2026-05-14 10:01:59+02,,2026-05-14 10:20:01.685085+02,2026-05-31 22:20:01.363662+02,2026-05-14 10:01:59+02,2026-05-31 22:38:06.420089+02,17.525,,,SPY,USDT,LinearPerpetual,0.01,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SQDUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-06-11 13:23:25+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-06-11 13:23:25+02,2026-05-31 22:38:06.420089+02,354.385,,,SQD,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SSVUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-03-01 08:27:50+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,SSV,USDT,LinearPerpetual,0.001,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
STBLUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-09-17 11:58:59+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-09-17 11:58:59+02,2026-05-31 22:38:06.420089+02,256.444,,,STBL,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
STEEMUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2023-10-25 08:29:42+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,STEEM,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
STOUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2025-04-16 11:28:55+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-04-16 11:28:55+02,2026-05-31 22:38:06.420089+02,410.465,,,STO,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
STXUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2021-11-30 08:59:43+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,STX,USDT,LinearPerpetual,0.00010,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SUNUSDT,current_bybit_usdt_perp,f,f,Trading,f,f,Trading,2022-02-18 07:38:34+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,,,SUN,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
