symbol,recommended_tier,in_core25_pinned,in_scanner_24h,latest_status,seen_delisted,latest_is_delisted_at_asof,statuses,listed_at,delisted_at,first_seen_ts,last_seen_ts,alive_from,alive_to,alive_days_in_18mo_window,turnover_24h,last_price,base_coin,quote_coin,contract_type,tick_size,qty_step,min_notional,latest_snapshot_ts,source_uri
BTCUSDT,core25_pinned,t,t,Trading,f,f,Trading,2020-03-15 01:00:00+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,1.9252283e+09,73667.7,BTC,USDT,LinearPerpetual,0.10,0.001,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ETHUSDT,core25_pinned,t,t,Trading,f,f,Trading,2021-03-15 01:00:00+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,1.150306e+09,2002.82,ETH,USDT,LinearPerpetual,0.01,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SOLUSDT,core25_pinned,t,t,Trading,f,f,Trading,2021-10-15 02:00:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,2.6413291e+08,81.77,SOL,USDT,LinearPerpetual,0.010,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
XRPUSDT,core25_pinned,t,t,Trading,f,f,Trading,2021-05-13 11:34:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,1.7589443e+08,1.3284,XRP,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
DOGEUSDT,core25_pinned,t,t,Trading,f,f,Trading,2021-06-02 12:44:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,5.7599584e+07,0.09966,DOGE,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ADAUSDT,core25_pinned,t,t,Trading,f,f,Trading,2021-01-15 01:00:00+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,4.6800024e+07,0.2334,ADA,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
AVAXUSDT,core25_pinned,t,t,Trading,f,f,Trading,2021-09-15 02:00:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,1.8335612e+07,8.865,AVAX,USDT,LinearPerpetual,0.001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
LINKUSDT,core25_pinned,t,t,Trading,f,f,Trading,2018-01-01 01:00:00+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,3.805662e+07,9.073,LINK,USDT,LinearPerpetual,0.001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
DOTUSDT,core25_pinned,t,t,Trading,f,f,Trading,2021-03-18 10:34:00+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,2.157505e+07,1.1689,DOT,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
POLUSDT,core25_pinned,t,t,Trading,f,f,Trading,2024-09-05 10:30:13+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,3.0849778e+06,0.09172,POL,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
LTCUSDT,core25_pinned,t,t,Trading,f,f,Trading,2018-01-01 01:00:00+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,1.8325328e+07,51.76,LTC,USDT,LinearPerpetual,0.01,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
BCHUSDT,core25_pinned,t,t,Trading,f,f,Trading,2018-01-01 01:00:00+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,1.6073776e+07,301.3,BCH,USDT,LinearPerpetual,0.10,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
NEARUSDT,core25_pinned,t,t,Trading,f,f,Trading,2021-10-11 02:00:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,1.4926277e+08,2.2475,NEAR,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
UNIUSDT,core25_pinned,t,t,Trading,f,f,Trading,2021-11-30 01:00:00+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,9.875697e+06,2.994,UNI,USDT,LinearPerpetual,0.001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ATOMUSDT,core25_pinned,t,t,Trading,f,f,Trading,2021-10-11 02:00:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,1.0472e+07,1.9356,ATOM,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ETCUSDT,core25_pinned,t,t,Trading,f,f,Trading,2021-06-29 09:04:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,2.142529e+06,8.133,ETC,USDT,LinearPerpetual,0.001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
FILUSDT,core25_pinned,t,t,Trading,f,f,Trading,2021-06-29 09:15:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,8.990819e+06,0.9264,FIL,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ICPUSDT,core25_pinned,t,t,Trading,f,f,Trading,2021-09-15 02:00:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,1.0570487e+07,2.673,ICP,USDT,LinearPerpetual,0.001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
TRXUSDT,core25_pinned,t,t,Trading,f,f,Trading,2021-08-12 02:00:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,9.517573e+06,0.34989,TRX,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
ARBUSDT,core25_pinned,t,t,Trading,f,f,Trading,2023-03-23 10:27:40+01,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,1.3722447e+07,0.10147,ARB,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
OPUSDT,core25_pinned,t,t,Trading,f,f,Trading,2022-06-01 06:51:03+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,8.927951e+06,0.11546,OP,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
APTUSDT,core25_pinned,t,t,Trading,f,f,Trading,2022-10-18 17:34:32+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,8.289576e+06,0.9248,APT,USDT,LinearPerpetual,0.0001,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
SUIUSDT,core25_pinned,t,t,Trading,f,f,Trading,2023-05-02 14:15:24+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,8.9962456e+07,0.8792,SUI,USDT,LinearPerpetual,0.00010,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
TONUSDT,core25_pinned,t,t,Trading,f,f,Trading,2023-08-31 07:47:14+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,8.803616e+07,1.8671,TON,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
INJUSDT,core25_pinned,t,t,Trading,f,f,Trading,2022-08-17 02:00:00+02,,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-31 22:38:06.420089+02,546.958,2.869808e+07,6.395,INJ,USDT,LinearPerpetual,0.0010,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Trading
1000000CHEEMSUSDT,historical_delisted_18mo,f,f,Closed,t,t,"Closed,Trading",2024-11-25 11:40:12+01,2026-05-28 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-28 11:00:00+02,543.474,755297.3,0.7007,1000000CHEEMS,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
10000QUBICUSDT,historical_delisted_18mo,f,f,Closed,t,t,"Closed,Trading",2024-12-24 10:53:58+01,2026-05-14 12:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-12-24 10:53:58+01,2026-05-14 12:00:00+02,506.004,87451.66,0.00565,10000QUBIC,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
10000000AIDOGEUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-03-04 10:01:39+01,2025-04-28 05:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-04-28 05:00:00+02,148.224,,,10000000AIDOGE,USDT,LinearPerpetual,0.0000001,100,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
1000000PEIPEIUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-07-04 12:16:29+02,2025-10-17 15:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-10-17 15:00:00+02,320.640,,,1000000PEIPEI,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
10000COQUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-03-12 09:48:52+01,2025-10-06 12:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-10-06 12:00:00+02,309.515,,,10000COQ,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
10000ELONUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-02-10 10:23:36+01,2026-02-06 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-02-10 10:23:36+01,2026-02-06 10:00:00+01,360.984,,,10000ELON,USDT,LinearPerpetual,0.0000001,100,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
10000LADYSUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2023-05-11 12:48:22+02,2025-10-06 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-10-06 11:00:00+02,309.474,,,10000LADYS,USDT,LinearPerpetual,0.0000001,100,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
10000WENUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-01-31 09:20:09+01,2025-10-17 15:30:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-10-17 15:30:00+02,320.661,,,10000WEN,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
10000WHYUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-10-04 10:28:01+02,2025-09-03 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-09-03 11:00:00+02,276.474,,,10000WHY,USDT,LinearPerpetual,0.0000001,100,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
1000APUUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-06-20 11:33:25+02,2025-07-11 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-07-11 11:00:00+02,222.474,,,1000APU,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
1000CATSUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-10-11 09:56:28+02,2025-07-05 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-07-05 11:00:00+02,216.474,,,1000CATS,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
1000MUMUUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-09-23 08:28:04+02,2025-06-12 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-06-12 11:00:00+02,193.474,,,1000MUMU,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
1000XUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-10-25 09:37:54+02,2026-02-11 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-02-11 10:00:00+01,437.474,,,1000X,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
1CATUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2023-12-27 10:07:17+01,2025-01-22 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-01-22 10:00:00+01,52.474,,,1CAT,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
A2ZUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-07-31 11:09:03+02,2026-02-27 12:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-07-31 11:09:03+02,2026-02-27 12:00:00+01,211.077,,,A2Z,USDT,LinearPerpetual,0.0000001,100,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
A8USDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-07-22 11:52:33+02,2025-11-21 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-11-21 10:00:00+01,355.474,,,A8,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
AGTUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-05-28 07:47:15+02,2025-10-21 16:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-05-28 07:47:15+02,2025-10-21 16:00:00+02,146.342,,,AGT,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
AI16ZUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-12-30 09:17:38+01,2025-11-06 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-12-30 09:17:38+01,2025-11-06 10:00:00+01,311.029,,,AI16Z,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
AIAUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-09-18 12:06:40+02,2025-12-13 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-09-18 12:06:40+02,2025-12-13 10:00:00+01,85.954,,,AIA,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
AINUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-07-10 12:58:10+02,2026-03-06 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-07-10 12:58:10+02,2026-03-06 10:00:00+01,238.918,,,AIN,USDT,LinearPerpetual,0.00001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
AIUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-01-16 12:51:09+01,2025-11-14 11:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-11-14 11:00:00+01,348.515,,,AI,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
AKROUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2022-05-25 09:06:21+02,2024-12-24 11:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2024-12-24 11:00:00+01,23.515,,,AKRO,USDT,LinearPerpetual,0.000001,100,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
ALEOUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-09-19 10:50:15+02,2026-01-24 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-01-24 10:00:00+01,419.474,,,ALEO,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
ALPACAUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2023-08-02 08:21:38+02,2025-04-30 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-04-30 11:00:00+02,150.474,,,ALPACA,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
ALPHAUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2022-03-30 09:41:40+02,2025-10-15 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-10-15 11:00:00+02,318.474,,,ALPHA,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
ALUUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-01-14 09:02:02+01,2026-03-06 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-01-14 09:02:02+01,2026-03-06 10:00:00+01,416.040,,,ALU,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
AMBUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2023-06-05 08:45:06+02,2025-02-23 11:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-02-23 11:00:00+01,84.515,,,AMB,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
ATAUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2023-08-08 10:39:01+02,2025-10-06 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-10-06 11:00:00+02,309.474,,,ATA,USDT,LinearPerpetual,0.00001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
AUDIOUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2021-11-26 01:00:00+01,2025-11-14 11:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-11-14 11:00:00+01,348.515,,,AUDIO,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
AVAILUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-07-23 16:36:34+02,2025-10-26 10:30:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-10-26 10:30:00+01,329.494,,,AVAIL,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
AVLUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-02-20 11:53:11+01,2026-03-27 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-02-20 11:53:11+01,2026-03-27 10:00:00+01,399.921,,,AVL,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
BADGERUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2023-08-16 10:31:58+02,2025-10-25 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-10-25 11:00:00+02,328.474,,,BADGER,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
BAKEUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2022-04-01 08:36:19+02,2025-10-06 13:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-10-06 13:00:00+02,309.557,,,BAKE,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
BALUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2022-04-08 10:14:11+02,2025-07-29 11:02:37+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-07-29 11:02:37+02,240.475,,,BAL,USDT,LinearPerpetual,0.001,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
BDXNUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-06-03 12:35:49+02,2025-10-21 16:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-06-03 12:35:49+02,2025-10-21 16:00:00+02,140.142,,,BDXN,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
BENDOGUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-06-03 11:07:51+02,2025-01-30 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-01-30 10:00:00+01,60.474,,,BENDOG,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
BILLYUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-11-27 09:51:16+01,2025-02-19 11:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-02-19 11:00:00+01,80.515,,,BILLY,USDT,LinearPerpetual,0.0000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
BLUEUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-12-18 09:16:22+01,2025-04-07 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-12-18 09:16:22+01,2025-04-07 11:00:00+02,110.030,,,BLUE,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
BLZUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2022-06-06 08:41:13+02,2024-12-24 11:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2024-12-24 11:00:00+01,23.515,,,BLZ,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
BNXUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2023-02-28 07:05:18+01,2025-03-17 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-03-17 10:00:00+01,106.474,,,BNX,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
